title	start	end	name	year
The New York Tribune since the Civil War.	0	0	Harry Baehr	1936
The Foreign Policy of Czechoslovakia, 1918–35.	1918	1935	Felix Vondracek	1937
Brooklyn Village, 1816–34.	1816	1834	Ralph Weld	1938
The Sacheverell Affair.	0	0	Abbie Scudi	1939
Early Guild Records of Toulouse, Edited with an Introduction.	0	0	Mary Mulholland	1940
Bartolus on Social Conditions in the Fourteenth Century.	0	0	Anna Sheedy	1942
American Freethought, 1860–1914.	1860	1914	Sidney Warren	1943
The Property Qualifications of Members of Parliament.	0	0	Helen Witmer	1943
R. R. Bowker, Militant Liberal	0	0	Edward Fleming	1943
William Sylvis, Pioneer of American Labor: A Study of the Labor Movement during the Era of the Civil War.	0	0	Jonathan Grossman	1944
Formative Years of the Jewish Labor Movement in the United States (1890–1900).	1890	1900	Abraham Rogoff	1945
Problems of Church and State in Maryland.	0	0	Albert Werline	1947
American Historians and European Immigrants, 1875–1925.	1875	1925	Edward Saveth	1948
Missouri and the World War, 1914–17: A Study in Public Opinion.	1914	1917	John Crighton	1948
The Life and Letters of Justin Winsor.	0	0	Joseph Borome	1950
Intellectual Freedom and Its Limits at the University of Paris, Thirteenth and Fourteenth Centuries.	0	0	Mary McLaughlin	1952
Deferment from Military Service: A War Department Approach to the Solution of Industrial Manpower Problems.	0	0	Albert Blum	1953
Old Arlington: The Story of the Lee Mansion National Memorial.	0	0	Murray Nelligan	1954
The Time of the Whirlwind: A Study in the Political, Social, and Economic History of Connecticut, 1861–75.	1861	1875	William Niven	1954
The Beginnings of the Socialist Party, 1890–1900.	1890	1900	John Faggi	1954
The Enlightenment and the Jews: A Study in Haskalah and Nationalism.	0	0	Isaac Eisenstein-Barzilay	1955
Charles M. Andrews: A Study in American Historiography.	0	0	Abraham Eisenstadt	1955
The Jacksonian Persuasion	0	0	Marvin Meyers	1957
A History of the Hull Trade Program, 1934–39.	1934	1939	Power Chu	1957
A Case Study of the Government's Role in Economic Development in the Eighteenth Century.	0	0	Herman Freudenberger	1957
Christian Democrats and Foreign Policy in France, 1919–50.	1919	1950	John Olin	1960
Intelligence from England: Spanish Hapsburg Policyrnaking and Its Informational Base, 1598-1625	1598	1625	Charles Carter	1962
Ambassador Abroad: The Career and Correspondence of Sir Thomas Roe at the Courts of the Mogul and Ottoman Empires, 1614-1628: A Chapter in Jacobean Diplomacy	1614	1628	Patrick McGarry	1963
The French Communist Party and the Popular Front, 1934-1938	1934	1938	Daniel Brower	1963
The Congress of Representatives of the Nobles' Associations, 19061916: A Case Study of Russian Conservatism	1906	1906	George Simmonds	1964
The Transformation of Russian Science and the Academy of Sciences, 1927-1932	1927	1932	Loren Graham	1964
The Adriatic Question, from June 1919 to February 1924	1919	1924	Jerome Jareb	1964
Relativity Theory and Soviet Communist Philosophy, 1922-1960	1922	1960	Maxim Mikulak	1965
The Spanish Parliament and the Clerical Question, 1868-1936	1868	1936	James O'Connell	1966
Russian Liberalism: The Years of Promise, 1842-1855	1842	1855	Anthony Netting	1967
The Czechs under Nazi Rule, 1939-1942: A Study in a Failure of National Resistance	1939	1942	Vojtech. Mastny	1968
The Baku Commune, 1917-1918: Political Strategy in a Social Revolution	1917	1918	Ronald Suny	1968
The Failure of Liberal Opposition to British Entry into World War I	0	0	James Lindsay	1969
Durand of Champagne and the 'Mirror of the Queen': A Study in Medieval Didactic Literature	0	0	Catherine Mastny	1969
The Radical Left in the Hungarian Revolution of 1848	1848	1848	Laszlo Deme	1969
The Q'azars: Their History Language as Reflected in the Islamic, Byzant Caucasian, Hebrew and Old Russian Sour 	0	0	Peter Golden	1970
The Tragic Alliance: AustroGerman Military Cooperation, 1871-1918	1871	1918	Ronald Ernharth	1970
The Argentine Socialist Party in Congress: The Politics of Class and Ideology, 1912-1930	1912	1930	Ronald Woodbury	1971
Men against McCarthy: Democratic Opposition to Senator Joseph R. McCarthy, 1950-1954	1950	1954	Richard Fried	1972
Origins of the French Labor Movement: The Socialism of Skilled Workers	0	0	Bernard Moss	1972
Peculiar Privilege: A Social History of English Foxhunting, 1753-1885	1753	1885	David Itzkowitz	1972
An Introduction to the LeibnitzClarke Correspondence	0	0	Howard Bernstein	1972
DeWitt Clinton, Politician toward a New Political Order, 1769-1802	1769	1802	Michael Lagana	1972
Jean-Paul Sartre: Apprenticeship in History (1925-45)	1925	1945	David Nasaw	1973
The Social and Economic Structure of the City of New York, 1695-1796	1695	1796	Bruce Wilkenfeld	1973
The American Catholic Press and the Jewish State, 1917-1959	1917	1959	Esther Feldblum	1973
The Thought and Politics of Nakae Chomin (1847-1901)	1847	1901	Margaret Dardess	1973
 `A Playful Judgment': Satire and Society in Wilhelmine Germany	0	0	Ann Jobling	1974
The Enlightenment Debate on the Origin of Language and Its Historical Background	0	0	Allan Megill	1975
The CEDA in the 1933 Cortes Elections	1933	1933	William Irwin	1975
William Samuel Johnson, Loyalist and Founding Father	0	0	Elizabeth McCaughey	1976
The Mission of the Irish Holy Ghost Fathers among the Igbo of Southeastern Nigeria, 1905-1956	1905	1956	Augustine Okwu	1977
Scottish Radicalism, 1792-1794	1792	1794	Richard Gallin	1979
People and Property in Eighteenth- Century Aleppo	0	0	Abraham Marcus	1979
Dutch Rural New York: Community, Economy, and Family in Colonial Flatbush	0	0	William McLaughlin	1981
The Mufti of Jerusalem: Muhammad Amin Al-Husayni, a Founder of Palestinian Nationalism	0	0	Philip Mattar	1981
Commerce and Culture in Fin de Siècle Paris	0	0	Philip Nord	1982
Leopold II and the 1790 Italian Movement in Tyrol: A Case Study of Politics in the Habsburg Monarchy	1790	1790	Miriam Levy	1982
Between France and Germany: Jews and National Identity in Alsace-Lorraine, 1871-1918	1871	1918	Vicki Caron	1983
A Thirst for Glory: Mussolini, the Italian Military and the Fascist Regime, 1922-1936	1922	1936	Brian Sullivan	1984
Bureaucratic Reform in Tsarist Russia: State and Local Society, 1881-1914	1881	1914	Francis Wcislo	1984
Latin Translations of Plato in the Renaissance	0	0	James Hankins	1984
Roger Williams and the Separatist Tradition: English Origins of His Religious and Political Thought	0	0	Hugh Spurgin	1985
Pseudo-Yovhannes Marnikonean's: History of Taron: Historical Investigation, Critical Translation, and Historical and Textual Commentary	0	0	Levan Avdoyan	1986
Foreigners in Roman Imperial Spain: Investigations of Geographical Mobility in the Spanish Provinces of the Roman Empire, 30 BC to AD 284	284	284	Evan Haley	1986
A Political History of Revisionist Zionism, 1925-1938	1925	1938	Howard Rosenblum	1986
A History of Moghamo, 1865 to 1940: Authority and Change in a Cameroon Grassfields Culture	1865	1940	Robert O'neil	1987
Prostitution in New York City, 1820-1913	1820	1913	Timothy Gilfoyle	1988
Barren Mountains, Raging Rivers: The Ecological and Social Effects of Changing Land-Use on the Lower Yangzi Periphery in Late Imperial China 	0	0	Anne Osborne	1989
The Oratories of Divine Love and the Theatines: Confraternal Piety and the Making of a Religious Community 	0	0	Kenneth Jorgensen	1989
'The Development of Cities in Cyprus from the Archaic to the Roman Period 	0	0	Henry Watkin	1989
Mobilizing for Empire: Japan and Manchukuo, 1931-1945	1931	1945	Louise Young	1993
The Renaissance of Jewish Culture in Weimar Germany	0	0	Michael Brenner	1994
'Women Warriors and Male Matriarch': Gender, Nation, and French Imperialism in the Levant, 1920-45	1920	1945	Elizabeth Thompson	1995
Tradition and Transition: Mendel Lefin of Satanow and the Beginnings of the Jewish Enlightenment in Eastern Europe, 1749-1826	1749	1826	Nancy Sinkoff	1996
Russian Educators, the Communist Party-State, and the Politics of Soviet Education, 1929-39	1929	1939	Mark Johnson	1996
Good and Faithful Christians: Moriscos and Catholics in Early Modern Spain	0	0	James Tueller	1997
The Unofficial Mind: Attitudes of British Businessmen in East Asia towards Japan, 1858-1942	1858	1942	Stephen Lee	1997
Science, Engineering, and the American Technological Climate: The Extent and Limits of Technological Momentum in the Development of the U.S. Vapor-Phase Catalytic Reactor, 1916-50	1916	1950	Sanford Moskowitz	1999
Harlem Learns the Game: Party Politics in the 'Black Metropolis,' 1928-50	1928	1950	Durahn Taylor	1999
La Salina de Chita, 1821-1900: Fiscal Policy and Local Power in Provincial Colombia	1821	1900	Joshua Rosenthal	2001
Accommodation and Resistance: A Polish County during the Second World War and Its Aftermath, 1939-47	1939	1947	Marek Chodakiewicz	2001
Politics and the Taste for Wine in England and Scotland, 1660-1860	1660	1860	Charles Ludington	2003
Prostitution in Postwar Japan: Sex Workers, Servicemen, and Social Activists, 1945-56	1945	1956	Sarah Kovner	2004
A Culture of Dissent: American Abolitionism and the Ordeal of Equality	0	0	Timothy McCarthy	2006
A Class Apart: Mexican Americans, Race, and Civil Rights in Texas	0	0	Lisa Ramos	2008
Attitudes toward the National Philosopher in the Early Roman Empire, 100 B.C. to 313 A.D.	100	100	Richard Cervantes Carrier	2009
Lawyers for Reagan: The Conservative Litigation Movement and American Government, 1971-87	1971	1987	Jefferson Decker	2009
Enlightenment and Authority: The Committee on Social Thought and the Ideology of Postwar Conservatism, 1927-50	1927	1950	Robert Thomas	2010
Where Subjects Were Citizens: The Emergence of a Republican Language and Polity in Colonial American Law Court Culture, 1750-76	1750	1776	Robert Savage	2011
The Strange Commodity of Cultural Exchange: Martha Graham and the State Department on Tour, 1955-87	1955	1987	Victoria Phillips	2013
Benjamin Ingraham, Loyalist: A Case Study	0	0	Earle Thomas	1979
La crise des représentations politiques et intellectuelles dans la France de l'entre-deux-guerres	0	0	Marc Simard	1987
Navigating a Course between Scylla and Charybdis: Quebec Voluntary Hospitals, the Market, and the State, 1940 to 1960	1940	1960	Maryann Farkas	1997
The New London Merchants, 1645-1909: The Rise and Decline of a Connecticut Port	1645	1909	Robert Decker	1970
The Politics of the Payne-Aldrich Tariff of 1909	1909	1909	David Detzer	1970
Civil War and Reconstruction Politics in Connecticut, 1863-1868	1863	1868	Joanna Cowden	1975
British Investors and the Decline of the Chilean Nitrate Entrepreneurs, 1870-1890	1870	1890	Thomas O'Brien	1976
The Culture and Politics of Drink in Colonial and Revolutionary Massachusetts, 1681-1790	1681	1790	David Conroy	1988
American Asylum for the Deaf: A First Experiment in Education, 1817-1870	1817	1870	Phyllis Valentine	1994
Malinche and Cortes, 1519-1521: An Iconographic Study	1519	1521	Carol Maturo	1994
Physicians, the State, and Public Health in Chile, 1880-1930	1880	1930	Carl Murdock	2000
Georges Lefebvre: Historian and Public Intellectual, 1924-59	1924	1959	Lawrence Davis	2001
The Times of Their Lives: Women, Men, and the Clock and Watch Industry in Bristol, Connecticut, 1900-70	1900	1970	Philip Samponaro	2004
In the Shadow of Herbert Hoover: The Republican Party and the Politics of Defeat, 1932-52	1932	1952	Thomas Slopnick	2006
Jacques Pierre Brissot: A Study in the History of the French Revolution.	0	0	Eloise Ellery	1902
The Peace of Westphalia and the Secularization of Politics.	0	0	Carl Eckhardt	1908
The Liberal Republican Movement.	0	0	Earle Ross	1915
Sir Edwin Sandys, and the Growth of Opposition in the House of Commons, 1604–10.	1604	1610	Frederick Marcham	1926
Richard Greenham and the Practical Puritans under Elizabeth	0	0	Marshall Knappen	1927
The Culture of Basel in the Fifteenth Century: A Study of Christian Humanism.	0	0	William Gilbert	1941
Robert Boyle and the Corpuscular Philosophy: A Study of Theories of Matter in the Seventeenth Century.	0	0	Marie Boas	1949
A Study of Attitudes toward Science in Nineteenth Century England, 1800–51.	1800	1851	George Foote	1950
New York Merchants and Farmers in the Communication Revolution, 1873–87	1873	1887	Lee Benson	1952
The North Administration and America, 1774–78.	1774	1778	Allan McCurry	1952
Franco-Vatican Relations, 1878-1892: The Diplomatic Origins of the Ralliement	1878	1892	James Ward	1962
The Doctrine of the Sword in the First Decade of Anabaptism	0	0	James Stayer	1964
British Conservatism and French Revolutions: John Wilson Croker's Attitudes to Reform and Revolution in Britain and France	0	0	Christopher Breiseth	1964
A History of Lumbering in Maine, 1860-1930	1860	1930	David Smith	1965
The Russian Gentry and the Provincial Reform of 1775	1775	1775	Robert Jones	1968
The Rural Crisis in Italy and the Lex Agraria of 133 B.C.	133	133	Alvin Bernstein	1969
The Hanoverian Reformer Johann Carl Bertram Stilve, 1798-1872	1798	1872	Christa Graf	1970
France 1893-1898: The Fear of Revolution among the Bourgeoisie	1893	1898	Robert Kaplan	1971
Peter Payne, Theologian and Diplomat of the Hussite Revolution	0	0	William Cook	1971
The Buddhist Monkhood in Nineteenth Century Thailand	0	0	Craig Reynolds	1973
The Livre de politiques of Nicole Oresme and the Political Thought and Political Development of the Fourteenth Century	0	0	Susan Babbitt	1977
Revolution in the Highlands: The Rise of the Communist Movement in Jiangxi Province	0	0	Stephen Averill	1982
Tyrannicide: Heresy or Duty? The Debates at the Council of Constance	0	0	Anna Lisa Lewis	1990
Florence and the Papacy during the Great Schism	0	0	Alison Lewin	1991
From London to Lahore: Memsahibs and the Victorian Ideal	0	0	Lindsey O'Connor	1996
Servus, Pater, Dominus: The Development of Devotion to Saint Joseph in Medieval Franciscan Thought	0	0	Chara Armon	2003
Natural Law and 18th-Century Prussia	0	0	Kelly Grotke	2006
The Romantic Subject of Textuality: German Literate Culture in the Late 18th Century	0	0	Ryan Plumley	2009
Campenas, Compenos y Companeros: Life and Work in the Banana Fincas of the North Coast of Honduras, 1944-57	1944	1957	Gricelda Portillo	2011
Priests of Justice: Creating Law Out of Administration in 13th-Century England	0	0	Thomas McSweeney	2012
Aviation and Empire: The British African Experience, 1919-1939	1919	1939	Robert McCormak	1974
'Out of Many Kindreds and Tongues': Racial Identity and Rights Activism in Vancouver, 1919-39	1919	1939	Li-Lynn Wan	2011
Railways and Railway Politics in South Germany: Defensive Particularism at the State Level, 1835-1870	1835	1870	Donald Hoffman	1969
The Failure of the Imperial Idea in Canada	0	0	Christopher Agnew	1980
Public Health in Occupied Germany 1945-1949	1945	1949	Richard Leiby	1985
Philadelphia Flourishing: The Material World of Philadelphia, 1682-1760	1682	1760	Susan Mackiewicz	1989
James Curtis Booth: Chemist in Antebellum Philadelphia	0	0	Eric Wittkopf	1995
American Sojourn: A Life of Christopher Lasch	0	0	Eric Miller	2003
The Search for a Mechanism: Action-at-a-Distance in Gravitational Theory	0	0	James Woodward	1972
The Women and the Warriors: Dorothy Detzer and the WILPF	0	0	Carrie Foster-Hayes	1984
The Rise of the Industrial Garden	0	0	Susan Lanman	1998
Pragmatism in American Social Thought and Its Relation to Educational Theory and Practice: The Case of William James and John Dewey	0	0	Wilson Arap Lang'at	1988
'Tell Them, We're Rising': Black Intellectuals and Lucy Craft Laney in Post-Civil War Augusta, Georgia	0	0	Mary Marshall	1998
The Living of John Wilkes Booth: Politics and Memory in Modern America	0	0	C. Wyatt Evans	2003
'The Common Man is the Common Hero': New Inclusive Definitions of War Poetry	0	0	Jeffrey Blanchard	2013
The Tobacco Industry in the Virginia-Carolina Area, 1800–60.	1800	1860	Joseph Robert	1933
The United States and the Republic of Panama.	0	0	William McCain	1935
London and the National Government, 1721–42: A Study of City Politics and the Walpole Administration.	1721	1742	Alfred Henderson	1939
Kiderlen-Wdchter and German Foreign Policy.	0	0	Claude Bolen	1941
Hotels of the Old South, 1793–1860: A Study of the Origin and Development oj the First-Class Hotels.	1793	1860	Doris King	1952
Robert Leslie-Merchant Manu facturer.	0	0	John Webb	1954
British Policy and opinion on War Aims and Peace Proposals, 1914–18.	1914	1918	Rodney Davis	1958
A History of Trinity College, 1892-1924: Foundations of Duke University	1892	1924	Earl Porter	1961
The Southern Indians in the War of Independence, 1775-1783	1775	1783	James O'Donnell	1963
Edwin M. Stanton, Lincoln's Secretary of War: Toward Victory	0	0	Eugene Drozdowski	1964
Lucas Alaman and Mexican Foreign Affairs, 1821-1833	1821	1833	Carl Donathan	1968
The Military Career of Major General Benjamin Lincoln in the War of the American Revolution, 1775-1781	1775	1781	John Cavanagh	1969
The Mint-Cities of Visigothic Spain: Leovigild to Achila II	0	0	James Spaulding	1970
The Socialization of the Don Cossack Host Prior to the Reign of Nicholas I	0	0	Bruce Menning	1972
The Sulfren Expedition: French Operations in India during the War of American Independence	0	0	Howard Killion	1972
Imperilled Dreams: Canadian Opposition to the American Empire, 1918-1930	1918	1930	John Weaver	1973
John Whethamstede: A Neglected Historian of Fifteenth-Century England	0	0	Winifred Mulligan	1974
The Historiography of the Edwardian Era	0	0	Carolyn White	1975
The United States Legation at Ottawa, 1927-1941: An Institutional Study	1927	1941	Peter Kasurak	1976
Surrealism, Quantum Philosophy, and World War I	0	0	Virginia Williams	1980
The Anatomy of Early Renaissance Propaganda: A Study of Goro Dati's Storia di Firenze	0	0	Andrew McCormick	1981
Reconstruction through Regeneration: Horace James' Work with the Blacks for Social Reform in North Carolina, 1862-1867	1862	1867	Stephen Reilly	1983
'And I? I Am a Consumption': The Tuberculosis Patient, 1780-1930	1780	1930	Nan Mcmurry	1986
Secular Renunciation and Social Action: Paulinus of Nola and Late Roman Society	0	0	Dennis Trout	1989
Fast Tanks and Heavy Bombers: The United States Army and the Development of Armor and Aviation Doctrines and Technologies, 1917-45	1917	1945	David Johnson	1990
Personnel, Politics, and Planning: U.S. Military Force Structure and Resource Allocation, 1941-45	1941	1945	Joel Davidson	1992
Descendants of Prometheus: Popular Science Writing in the United States, 1915-48	1915	1948	George Ehrhardt	1993
The Moral Order of Violence: The Meanings of Cruelty in Early Modern England, 1648-85	1648	1685	Philippe Rosenberg	1999
Making a Difference: Aliens, Strangers, and Others in Early Modern London, 1580-1680	1580	1680	Jacob Selwood	2003
The Face of Intelligence: The British Security Failure in Ireland, 1912-21	1912	1921	Benjamin Grob-Fitzgibbon	2006
Mother, Matron, Matriarch: Sanctity and Social Change in the Cult of St. Anne, 1450-1750	1450	1750	Jennifer Welsh	2009
Conscript Nation: Negotiating Authority and Belonging in the Bolivian Barracks	0	0	Elizabeth Shesko	2012
A Sea of Debt: Histories of Commerce and Obligation in the Western Indian Ocean, 1850-1940	1850	1940	Fahad Bishara	2012
Food and Drug Law Reform in the New Deal	0	0	Charles Jackson	1967
Savannah during the 1850s	1850	1850	Richard Haunton	1968
Southern Methodist Unviersity, The First Twenty-Five Years	0	0	Mary Thomas	1971
The Development of the Commissioner System in the French Art Confiscations in Belgium and Italy, 1794-1799	1794	1799	Martha Turner	1975
The French Socialists, 1956-1958: From the Republican Front to the Avant-Garde of the Fifth Republic	1956	1958	Lewis Clarke	1976
The Revolutionary Missions to Franche-Comte, 1793-1795	1793	1795	Janet Stone	1976
The Political Structure of Charter Revision in Atlanta during the Progressive Era	0	0	Willie Bolden	1978
Consciousness and Order in England, 1560-1640: From the Divine Cosmos to the Sovereign State, An Essay in Historical Psychology	1560	1640	Stephen Collins	1979
The Diffusion of Electric Power Technology in England 1880-1918	1880	1918	Andre Millard	1981
Beneath the Image: The Civil Rights Movement and Race Relations in Atlanta, Georgia 1946-1981	1946	1981	David Harmon	1993
The RAND Corporation and the Dynamics of American Strategic Thought, 1946-1962	1946	1962	Andrew  May	1999
Political Apprenticeship of Southern Women: The Political History of White Women's Organizations in Georgia, 1880-1920	1880	1920	Stacey Horstmann-Gatti	2000
Red Metal on the Steppes: The Spassky Copper Mines Ltd., 1904 to 1919	1904	1919	Rebecca  Wendelken	2000
The Innocents: Children of Colonial Spanish America with a Case Study of 18th-Century Havana	0	0	Ondina Gonzalez	2001
She Considered Herself Called of God: White Women's Participation in the Southern Methodist Episcopal Church, 1820-1865	1820	1865	Naomi Nelson	2001
New Negroes in the New South: Race, Power, and Ideology in Georgia, 1890-1925	1890	1925	Bobby Donaldson	2002
Race, Temperance, and Prohibition in the Postbellum South: Black Atlanta, 1865-90	1865	1890	H. Paul Thompson	2005
The Politics of 'Evil Customs' in 11th-Century Anjou	0	0	Tracey Billado	2006
Kelly Milles, 1895-1939: Portrait of an African American Intellectual	1895	1939	Sylvie Coulibaly	2006
'To Stay and Fight': Birmingham, Alabama, and the Modern Black Freedom Struggle	0	0	Robert Widell	2007
The Contest of Exchange: Space, Power, and Politics in Philadelphia's Public Markets, 1770-1859	1770	1859	Candice Harrison	2008
Crossroads: Slave Frontiers of Angola, c. 1780-1867	1780	1867	Daniel Domingues da Silva	2011
From Shipmates to Soldiers: Emerging Black Identities in Montevideo, 1770-1850	1770	1850	Alex Borucki	2011
With an Apron in the Caboose: Illegal Migration across the Zimbabwe-South Africa Border	0	0	Francis Musoni	2012
The Black Codes of the South	0	0	Theodore Wilson	1962
Martin Gilemes: A Study of the Power Structure of the Province of Salta, 1810-1821	1810	1821	Roger Haigh	1963
Lawlessness and the Restoration of Order in Florida, 1868-1871	1868	1871	Ralph Peek	1964
Colombia: Civil-Military Relations in a Political Culture of Conflict	0	0	Anthony Maingot	1967
Josiah Walls: Florida's Black Congressman of Reconstruction	0	0	Peter Klingman	1972
The 1864 Florida Federal Expedition: Blundering into Modern Warfare	1864	1864	William Nulty	1985
'Ties That Bind'? Baptists and the First Church System in America, 1784-1830	1784	1830	Michael Justus	1993
Pernambuco and the Construction of the Nation-State Brazil, 1831-50	1831	1850	Jeffrey Mosher	1996
Priests, Parishioners, and the Pastoral Visita: The Moral Economy of Village Life in the Diocese of La Paz, 1680-1730	1680	1730	Caleb Finegan	1999
'On the Margins': The Emergence and Growthof Squatter Settlements in Cape Town, 1939-60	1939	1960	James Meier	2000
Speaking for Nature: Mary Somerville and the Science of Empire	0	0	Michal Meyer	2009
Railroad Baron, Fire-Eater, and the 'Alien Jew': The Life and Memory of David Levy Yulee	0	0	Maury Wiseman	2011
Leviathan in the Tropics: A Postcolonial Environmental History of the Papaloapan Development Projects in Mexico	0	0	Patrick Cosby	2011
Marginal Money: Coins, Frontiers, and Barbarians in Early Byzantium, Sixth to Seventh Centuries	0	0	Andrei Gandila	2013
Links across the Gulfstream: The Florida/Bahamas Zone, 1780-1900	1780	1900	Astrid Whidden	2007
Para Subsistir Dignamente: Alberto Yarini and the Search for Cubanidad, 1882-1910	1882	1910	Mayra Beers	2011
The Liberal Party in British Politics, 1922-1924: A Study in the Three Party System	1922	1924	Thomas Howard	1965
British Civil and Military Preparations against Napoleon's Planned Invasion, 1803-1805	1803	1805	Erin Renn	1971
The Career of Count Jean Reynier, 1792-1814	1792	1814	Milton Finley	1972
A Power for Good in Society: The History of Benedict College	0	0	Fredrick Richardson	1973
Black Human Capital: The Freedmen and the Reconstruction of Labor in Alabama, 1860-1880	1860	1880	John Myers	1974
American Involvement with the Vatican as a Moral Force in International Politics, 1939-1945	1939	1945	William Kerr	1975
The Abortive Entente: The American Popular Mind and the Idea of Anglo-American Cooperation to Keep the Peace, 1921-1931	1921	1931	David Richards	1976
The Politics of Intransigence: Costantino Lazzari and the Italian Socialist Left, 1882-1919	1882	1919	Michael Hembree	1981
African American Education in Central Georgia: Ballard Normal School	0	0	Titus Brown	1995
The Internment of Latin American Japanese in the U.S. during WWII: The Peruvian Japanese Experience	0	0	Thomas Connell	1995
River City at War: Columbus, Georgia, in the Confederacy	0	0	Stewart Edwards	1998
Preserving Past and Present: The Secular Jurisdiction of Monasteries in Anglo-Norman and Angevin England	0	0	Kevin Shirley	1998
Protest at the Pyramid: The 1968 Mexico City Olympics and the Politicization of the Olympic Games	1968	1968	Kevin Witherspoon	2003
Diplomatic Struggles: British Support in Spain and Portugal, 1800-10	1800	1810	Frederick Black	2005
Optimistic Liberals: Herbert Spencer, the Brooklyn Ethical Association, and the Integration of Moral Philosophy and Evolution in the Victorian Trans-Atlantic Community	0	0	Christopher Versen	2006
The Agrarian Policy of the Social Revolution Party and Its Impact on the Development of the Russian Peasantry into a Politicized Social Class, 1870-1907	1870	1907	Jessica Howell	2009
Imagining the Tupamaros: Resistance and Gender in Uruguayan and U.S. Revolutionary Movements, 1960s-80s	1960	1960	Lindsey Churchill	2010
The Revolution from Within: Abolitionists and the Revolution in Saint-Domingue	0	0	Erica Johnson	2012
Historical Criticism in the Middle Ages as Exemplified by Gregory of Tours, Otto of Freising and Einhard.	0	0	Genevieve Camera	1930
The United StatesAirForce: German-American Relations, 1945–55.	1945	1955	Thomas Hickman	1959
The Public Career of Charles R. Crane	0	0	Leo Bocage	1962
United States National Defense and Trans-Pacific Commercial Air Routes, 1933-1941	1933	1941	Francis Holbrook	1969
The High Cost of Living Controversy, 1919-1920	1919	1920	John Hanrahan	1969
A History of the Metropolitan Office at Rheims from Hincmar (845-882) to the Romana Ecclesia of Innocent IV (1243-1254)	1243	1254	Peter O'Keefe	1971
Chronicle and Community in Northern Italy, 1270-1360	1270	1360	Laura Morreale	2004
'Far Beyond Her Nature and Her Sex': The Creation of a Protestant Hagiography in England, 1590-1640	1590	1640	Lyndell O'Hara	2005
Administration in a Time of Change: The Dominican Province of Aragon, 1301-78	1301	1378	Michael Vargas	2006
Damsels in Distress or Partners in Crime? The Abduction of Women in Medieval England	0	0	Caroline Dunn	2007
The Toynbee Vogue in the United States, 1947-1957	1947	1957	Norman Trevathan	1968
The Evangelical Revival, a Vital Factor in the Reconstruction of English Life in the Eighteenth Century.	0	0	Elmer Marshall	1913
Geographic Influences upon British Economic Policy in West Africa.	0	0	Francis Earle	1929
Spencer Fullerton Baird and the United States Fish Commission: A Study in the History of American Science	0	0	Dean Allard	1967
The Good Neighbor Policy; United States Economic Expansion and 'Great-Power' Rivalry in Paraguay	0	0	Michael Grow	1977
Edward Reynolds, 1599-1676: 'Pride of the Presbyterian Party'	1599	1676	Jeffrey Jeremiah	1992
Progressives and the Post Office: Air Mail and the Creation of U.S. Air Transportation, 1926-34	1926	1934	F. Robert Van der Linden	1997
Calvinism in the Protestant Episcopal Church in the United States of America, 1789-1873	1789	1873	James Allen	2004
Turkish-Greek Relations in the Interwar Era: From War to Détente, 1923-40	1923	1940	Bestami Bilgic	2004
Art as New Deal Experience: Progressive Aesthetics and the New Deal Federal Art Project	0	0	Victoria Grieve	2004
Albert Bruce Sabin and the Development of an Oral Vaccine against Poliomyelitis	0	0	Angela Matysiak	2006
The United States and the Polish Exiles of 1831.	1831	1831	Jerzy Lerski	1953
Russian Political Attitudes toward the West, 1878–1914.	1878	1914	Frank Tucker	1954
Aspects of British Public Opinion on the Spanish Civil War: Their Effect on British Policy.	0	0	William Watters	1960
Democracy in Colonial Maryland, 1753-1776	1753	1776	David Skaggs	1966
The Expansion and Modernization of Argentina: Society, Economy and Politics, 1880-1916	1880	1916	William Lowenthal	1966
A Study of British and American Foreign Relations with Spain, 1942-1945	1942	1945	John Barrett	1970
Medieval Monarchies of Armenia: The Last Phase	0	0	Sophie-Anna Essefian	1970
The Anglo-Portuguese Dispute over Bulama: A Study in British Colonial Policy, 1860-1870	1860	1870	Richard Olaniyan	1970
The Soviet Union and National Liberation Movements: An Examination of the Development of a Revolutionary Strategy	0	0	John Dziak	1971
The Concept of Revolutionary Class among French Socialists, Babeuf to Proudhon	0	0	Paul Hudon	1972
The First Quebec Conference, August 14-24, 1943: Decisions at the Crossroads	1943	1943	John Bagley	1973
Stalin and Social Democracy, 1905-1922: The Political Diaries of David A. Sagirashvili	1905	1922	Roy DeLon	1974
Sino-American Relations, 1882-1885: The Mission of John Russell Young	1882	1885	Victoria Siu	1975
The Role of General Lucio Blanco in the Mexican Revolution, 1913-1922	1913	1922	Alfonso Sapia-Bosch	1977
From 'Arcadia' to Casablanca: The Formation of a Military-Political Policy: December 1941-January 1943	1941	1943	Daniel Gormley	1978
Great Power Intervention and the Problem of Crete, 1896-1898: Italy and the Policy of Raccoglimento	1896	1898	Joseph Lapiana	1978
The NSDAP and the Crisis of Agrarian Conservation in Lower Bavaria: National Socialism and the Peasants' ̕Road to Modernity	0	0	Kim Holmes	1983
Dean Acheson: Elder Statesman of the Cold War, 1953-1971 	1953	1971	Douglas Brinkley	1989
No Meat, No Soldier: Race, Class, and Ethnicity in the Continental Anny	0	0	Charles Neimeyer	1993
The Artisan's Approach to Modernity: The Political Culture of the German Artisans in Vienna and Augsburg	0	0	Celia Goedde	1998
